id,teamId,nameAndSubstatValue,statValue,rank,type,statFormat,substatFormat
290410,8668,"{'name': 'Michael Keane', 'substatValue': '0.00'}",0.06,62,players,fraction,fraction
434325,9825,"{'name': 'Thomas Partey', 'substatValue': '0.00'}",0.06,63,players,fraction,fraction
816325,10252,"{'name': 'Boubacar Kamara', 'substatValue': '0.00'}",0.05,64,players,fraction,fraction
295062,8657,"{'name': 'John Egan', 'substatValue': '0.00'}",0.05,65,players,fraction,fraction
1097466,8586,"{'name': 'Micky van de Ven', 'substatValue': '0.00'}",0.05,66,players,fraction,fraction
1195281,8678,"{'name': 'Milos Kerkez', 'substatValue': '0.00'}",0.05,67,players,fraction,fraction
209405,8650,"{'name': 'Virgil van Dijk', 'substatValue': '0.00'}",0.05,68,players,fraction,fraction
688273,9937,"{'name': 'Vitaly Janelt', 'substatValue': '0.00'}",0.05,69,players,fraction,fraction
951954,9826,"{'name': 'Cheick Oumar Doucouré', 'substatValue': '0.00'}",0.04,70,players,fraction,fraction
1052898,8586,"{'name': 'Iyenoma Udogie', 'substatValue': '0.00'}",0.04,71,players,fraction,fraction
466672,9826,"{'name': 'Jefferson Lerma', 'substatValue': '0.00'}",0.04,72,players,fraction,fraction
955406,9825,"{'name': 'William Saliba', 'substatValue': '1.00'}",0.03,73,players,fraction,fraction
776151,9825,"{'name': 'Ben White', 'substatValue': '0.00'}",0.03,74,players,fraction,fraction
488139,8456,"{'name': 'Bernardo Silva', 'substatValue': '0.00'}",0.03,75,players,fraction,fraction
556972,9879,"{'name': 'Sasa Lukic', 'substatValue': '0.00'}",0.03,76,players,fraction,fraction
905498,8191,"{'name': 'Vitinho', 'substatValue': '0.00'}",0.03,77,players,fraction,fraction
966027,8455,"{'name': 'Conor Gallagher', 'substatValue': '0.00'}",0.02,78,players,fraction,fraction
974618,10204,"{'name': 'Jan Paul van Hecke', 'substatValue': '0.00'}",0.02,79,players,fraction,fraction
146830,9826,"{'name': 'Joel Ward', 'substatValue': '0.00'}",0.02,80,players,fraction,fraction
469804,9879,"{'name': 'Kenny Tete', 'substatValue': '0.00'}",0.02,81,players,fraction,fraction
541330,8346,"{'name': 'Marvelous Nakamba', 'substatValue': '0.00'}",0.02,82,players,fraction,fraction
760712,8650,"{'name': 'Trent Alexander-Arnold', 'substatValue': '0.00'}",0.02,83,players,fraction,fraction
1120224,9826,"{'name': 'Tyrick Mitchell', 'substatValue': '0.00'}",0.02,84,players,fraction,fraction
1279764,8191,"{'name': 'Ameen Al Dakhil', 'substatValue': '0.00'}",0.01,85,players,fraction,fraction
357880,8650,"{'name': 'Andrew Robertson', 'substatValue': '0.00'}",0.01,86,players,fraction,fraction
662428,9879,"{'name': 'Antonee Robinson', 'substatValue': '0.00'}",0.01,87,players,fraction,fraction
484878,8191,"{'name': 'Connor Roberts', 'substatValue': '0.00'}",0.01,88,players,fraction,fraction
363364,8456,"{'name': 'Ederson Moraes', 'substatValue': '0.00'}",0.01,89,players,fraction,fraction
710159,10252,"{'name': 'Ezri Konsa', 'substatValue': '0.00'}",0.01,90,players,fraction,fraction
199494,8657,"{'name': 'George Baldock', 'substatValue': '0.00'}",0.01,91,players,fraction,fraction
1140003,8678,"{'name': 'Illia Zabarnyi', 'substatValue': '0.00'}",0.01,92,players,fraction,fraction
696443,9879,"{'name': 'Issa Diop', 'substatValue': '0.00'}",0.01,93,players,fraction,fraction
303919,8668,"{'name': 'Jordan Pickford', 'substatValue': '0.00'}",0.01,94,players,fraction,fraction
623716,8191,"{'name': 'Josh Cullen', 'substatValue': '0.00'}",0.01,95,players,fraction,fraction
521318,8456,"{'name': 'Manuel Akanji', 'substatValue': '0.00'}",0.01,96,players,fraction,fraction
961306,9937,"{'name': 'Nathan Collins', 'substatValue': '0.00'}",0.01,97,players,fraction,fraction
176186,8678,"{'name': 'Neto', 'substatValue': '0.00'}",0.01,98,players,fraction,fraction
775614,10203,"{'name': 'Ryan Yates', 'substatValue': '0.00'}",0.01,99,players,fraction,fraction
746395,9825,"{'name': 'Aaron Ramsdale', 'substatValue': '0.00'}",0.00,100,players,fraction,fraction
319784,8650,"{'name': 'Alisson Becker', 'substatValue': '0.00'}",0.00,101,players,fraction,fraction
210164,8654,"{'name': 'Alphonse Areola', 'substatValue': '0.00'}",0.00,102,players,fraction,fraction
471271,8346,"{'name': ""Amari'i Bell"", 'substatValue': '0.00'}",0.00,103,players,fraction,fraction
215168,9879,"{'name': 'Bernd Leno', 'substatValue': '0.00'}",0.00,104,players,fraction,fraction
789578,8191,"{'name': ""Dara O'Shea"", 'substatValue': '0.00'}",0.00,105,players,fraction,fraction
268375,10252,"{'name': 'Emiliano Martinez', 'substatValue': '0.00'}",0.00,106,players,fraction,fraction
711357,9937,"{'name': 'Ethan Pinnock', 'substatValue': '0.00'}",0.00,107,players,fraction,fraction
189982,10261,"{'name': 'Fabian Schär', 'substatValue': '0.00'}",0.00,108,players,fraction,fraction
538501,8586,"{'name': 'Guglielmo Vicario', 'substatValue': '0.00'}",0.00,109,players,fraction,fraction
820140,8650,"{'name': 'Ibrahima Konaté', 'substatValue': '0.00'}",0.00,110,players,fraction,fraction
1187213,8191,"{'name': 'James Trafford', 'substatValue': '0.00'}",0.00,111,players,fraction,fraction
107917,10204,"{'name': 'Jason Steele', 'substatValue': '0.00'}",0.00,112,players,fraction,fraction
281207,8654,"{'name': 'Kurt Zouma', 'substatValue': '0.00'}",0.00,113,players,fraction,fraction
330643,9937,"{'name': 'Mark Flekken', 'substatValue': '0.00'}",0.00,114,players,fraction,fraction
729988,10203,"{'name': 'Matt Turner', 'substatValue': '0.00'}",0.00,115,players,fraction,fraction
617310,8654,"{'name': 'Naif Aguerd', 'substatValue': '0.00'}",0.00,116,players,fraction,fraction
280484,10261,"{'name': 'Nick Pope', 'substatValue': '0.00'}",0.00,117,players,fraction,fraction
789571,8455,"{'name': 'Robert Sánchez', 'substatValue': '0.00'}",0.00,118,players,fraction,fraction
280287,9826,"{'name': 'Sam Johnstone', 'substatValue': '0.00'}",0.00,119,players,fraction,fraction
551805,10203,"{'name': 'Scott McKenna', 'substatValue': '0.00'}",0.00,120,players,fraction,fraction
195299,10203,"{'name': 'Serge Aurier', 'substatValue': '0.00'}",0.00,121,players,fraction,fraction
131408,8346,"{'name': 'Thomas Kaminski', 'substatValue': '0.00'}",0.00,122,players,fraction,fraction
198444,9879,"{'name': 'Tim Ream', 'substatValue': '0.00'}",0.00,123,players,fraction,fraction
369761,8346,"{'name': 'Tom Lockyer', 'substatValue': '0.00'}",0.00,124,players,fraction,fraction
212944,8657,"{'name': 'Wesley Foderingham', 'substatValue': '0.00'}",0.00,125,players,fraction,fraction
